,EPIC,todrop,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,RAJ2000_Curtis,DEJ2000_Curtis,2MASS_id_Curtis,PMem_Curtis,RAJ2000_Olivares,DEJ2000_Olivares,PMem_Olivares,EPIC_Olivares,dist_Curtis_Olivares,RAJ2000_Curtis_Olivares,DEJ2000_Curtis_Olivares,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,dist_Curtis_Olivares_GaiaC,RAJ2000_Curtis_Olivares_GaiaC,DEJ2000_Curtis_Olivares_GaiaC,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_Curtis_Olivares_GaiaC_CG,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,Gflux_Gaia,e_Gflux_Gaia,G_Gaia,BPflux_Gaia,e_BPflux_Gaia,BP_Gaia,RPflux_Gaia,e_RPflux_Gaia,RP_Gaia,BPRP_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,Ext_BPRP_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,J_2MASS,H_2MASS,K_2MASS,e_J_2MASS,e_H_2MASS,e_K_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,g_PS1,e_g_PS1,gFlags_PS1,r_PS1,e_r_PS1,rFlags_PS1,i_PS1,e_i_PS1,iFlags_PS1,z_PS1,e_z_PS1,zFlags_PS1,y_PS1,e_y_PS1,yFlags_PS1,angDist_PS1,elo_Ext_BPRP_Gaia,eup_Ext_BPRP_Gaia,Teff_StarHorse,e_Teff_StarHorse,e_G_Gaia,e_BP_Gaia,e_RP_Gaia,BPRP_Gaia_corr,e_BPRP_Gaia_corr,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,i_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,y_SDSS,e_y_SDSS,bayestar2019_ext,bayestar2019_ext_err,bayestar2019_flags
179,219684426.0,,KTWO219684426-C07,7.0,9.0,288.610485,-16.109477,LC,-2.9,2.0,-26.8,2.1,,,,,11.019,0.055,10.428,0.046,10.772,0.09,10.287,0.02,10.108,0.06,,,9.332,0.024,9.056,0.024,8.919,0.019,10.307,gri,,6296-270-1,,370-167692,19142651-1606340,AAA-222-111-000-0-0,0.997,0.003,1.0,129.715,97.845,77.679,10.0,4.0,32.0,,,0.003,288.610485,-16.109477,288.6104583,-16.1094444,191426511606340.0,0.9,288.610497152,-16.109478012100002,0.502615253322234,219684426.0,0.18082733347710084,288.610477726,-16.10946120605,4.0880712309292257e+18,288.61049,-16.10959,0.9,0.4655975308587346,288.6104807945,-16.1094934045375,288.61049447683996,-16.10959291436,4.0880712309292257e+18,1.0,0.3613474381621443,0.8256538133305585,288.61049715196214,-16.1094780120594,0.001,0.001,90.0,4.0880712309292273e+18,288.61049447683996,0.05,-16.10959291436,0.0381,3.3224,0.0542,-0.597,0.09,-26.686999999999998,0.073,False,1423620.0,638.955,10.304878,763194.0,912.091,10.644801,942230.0,615.915,9.826528,0.818274,40.78,0.81,2.0,5649.28,,0.2595666666666666,2.37,5.138999999999999,0.042187,19142651-1606340,288.61048999999997,-16.109465,0.06,0.06,90.0,9.276510999763758,9.023169999860228,8.897817999909819,0.02494943825294939,0.02433656320790449,0.019177389674926718,AAA,222.0,0.0,2450952.7681,0.046533,8.866288610502894e+16,288.61049457,-16.10958922,0.001,0.001,90.0,1409441792.0,168.0,51486.26890046,2.0,57.0,,,114788.0,,,68.0,,,68.0,,,68.0,,,114788.0,0.405346,0.2030153846153846,0.4633076923076923,,,0.0004871952771262433,0.0012967855424020802,0.0007094899818395686,0.5587073333333333,0.33316481767863254,,,,,,,,,,,0.07000000029802322,0.00859999820590019,10
180,219665632.0,,KTWO219665632-C07,7.0,9.0,288.761475,-16.161265,SC,-2.2,2.0,-30.1,2.1,,,,,11.07,0.055,10.457,0.046,10.767,0.06,10.253,0.03,10.065,0.05,,,9.186,0.026,8.995,0.026,8.881,0.019,10.276,gri,,6296-166-1,,370-167972,19150275-1609405,AAA-122-111-000-0-0,0.998,0.002,1.0,,,,10.0,4.0,32.0,,,0.001,288.761475,-16.161265,288.7614583,-16.16125,191502751609405.0,0.9,,,,,,288.7614583,-16.16125,,,,,,288.7614583,-16.16125,,,,,,0.9,288.761489889967,-16.1612343028468,0.012,0.01,90.0,4.0880666310368696e+18,288.76146329088,0.4049,-16.16138430391,0.3962,1.8449,0.4973,-5.934,0.763,-34.839,0.654,False,1450680.0,596.144,10.284434,769772.0,657.997,10.635483,973226.0,1633.35,9.791386,0.844097,,,0.0,5770.5,,0.2595666666666666,,,0.12191500000000001,19150275-1609405,288.761462,-16.161270000000002,0.06,0.06,0.0,9.082949003779888,8.934030002236366,8.84166200144291,0.026080520669306797,0.02602821445988447,0.019016074429021465,AAA,122.0,0.0,2451319.7797,0.048421,8.860288761457678e+16,288.76129617,-16.1612967,0.052000000000000005,0.02,90.0,1409605632.0,168.0,54908.5484375,1.0,64.0,,,16484.0,,,16484.0,,,16484.0,,,16484.0,,,114788.0,0.628789,0.2030153846153846,0.4633076923076923,,,0.0004460819537141931,0.00092768508335506,0.0018206467653928923,0.5845303333333334,0.33316780466353196,,,,,,,,,,,0.12999999523162842,0.002583345472812651,10
181,219665632.0,,KTWO219665632-C07,7.0,9.0,288.761475,-16.161265,LC,-2.2,2.0,-30.1,2.1,,,,,11.07,0.055,10.457,0.046,10.767,0.06,10.253,0.03,10.065,0.05,,,9.186,0.026,8.995,0.026,8.881,0.019,10.276,gri,,6296-166-1,,370-167972,19150275-1609405,AAA-122-111-000-0-0,0.998,0.002,1.0,83.54299999999998,65.07300000000001,59.188,10.0,4.0,32.0,,,0.001,288.761475,-16.161265,288.7614583,-16.16125,191502751609405.0,0.9,,,,,,288.7614583,-16.16125,,,,,,288.7614583,-16.16125,,,,,,0.9,288.761489889967,-16.1612343028468,0.012,0.01,90.0,4.0880666310368696e+18,288.76146329088,0.4049,-16.16138430391,0.3962,1.8449,0.4973,-5.934,0.763,-34.839,0.654,False,1450680.0,596.144,10.284434,769772.0,657.997,10.635483,973226.0,1633.35,9.791386,0.844097,,,0.0,5770.5,,0.2595666666666666,,,0.12191500000000001,19150275-1609405,288.761462,-16.161270000000002,0.06,0.06,0.0,9.082949003779888,8.934030002236366,8.84166200144291,0.026080520669306797,0.02602821445988447,0.019016074429021465,AAA,122.0,0.0,2451319.7797,0.048421,8.860288761457678e+16,288.76129617,-16.1612967,0.052000000000000005,0.02,90.0,1409605632.0,168.0,54908.5484375,1.0,64.0,,,16484.0,,,16484.0,,,16484.0,,,16484.0,,,114788.0,0.628789,0.2030153846153846,0.4633076923076923,,,0.0004460819537141931,0.00092768508335506,0.0018206467653928923,0.5845303333333334,0.33316780466353196,,,,,,,,,,,0.12999999523162842,0.002583345472812651,10
182,219599730.0,,KTWO219599730-C07,7.0,9.0,289.139115,-16.339334,SC,-3.3,2.1,-24.8,2.1,,,,,11.105,0.056,10.482,0.045,10.776,0.03,10.21,0.04,10.07,0.01,,,9.178,0.03,8.953,0.025,8.846,0.021,10.282,gri,,6296-1809-1,,369-165789,19163339-1620215,AAA-122-111-000-0-0,0.996,0.004,1.0,,,,10.0,4.0,32.0,,,0.003,289.139115,-16.339334,289.139125,-16.3393056,191633391620215.0,0.9,289.13912671099996,-16.3393340154,0.939931820043895,219599730.0,0.1024660672595804,289.13912585549997,-16.3393198077,4.1839371043079967e+18,289.13912,-16.33945,0.9,0.4691285994021126,289.139124391625,-16.339352355775002,289.13912048415,-16.339447759749998,4.1839371043079967e+18,1.0,0.3437194786847278,0.9349829550109736,289.1391267108664,-16.3393340153891,0.001,0.001,90.0,4.1839371043079967e+18,289.13912048415,0.0373,-16.339447759749998,0.0366,3.1206,0.048,-1.3880000000000001,0.076,-26.41800000000001,0.073,False,1485350.0,369.34,10.258795,786282.0,348.764,10.612442,996108.0,1347.03,9.766154,0.8462879999999999,,,0.0,5560.33,,0.2595666666666666,2.67,6.124,0.040456,19163339-1620215,289.139139,-16.339323,0.06,0.06,90.0,9.114584001417457,8.915480000838636,8.821792000541091,0.031498287758551166,0.025636969327206785,0.021317293012355493,AAA,122.0,0.0,2451319.7962,0.091882,8.839289139115314e+16,289.13909552,-16.33946661,0.27,0.099,90.0,1141006336.0,136.0,54765.53604167,4.0,56.0,,,32868.0,,,32868.0,,,16484.0,,,32868.0,,,114788.0,0.482116,0.2030153846153846,0.4633076923076923,,,0.00026994039252604236,0.0004814834192826315,0.0014672417580594435,0.5867213333333333,0.3331651172237556,,,,,,,,,,,0.07999999821186066,0.01210933431982994,10
183,219599730.0,,KTWO219599730-C07,7.0,9.0,289.139115,-16.339334,LC,-3.3,2.1,-24.8,2.1,,,,,11.105,0.056,10.482,0.045,10.776,0.03,10.21,0.04,10.07,0.01,,,9.178,0.03,8.953,0.025,8.846,0.021,10.282,gri,,6296-1809-1,,369-165789,19163339-1620215,AAA-122-111-000-0-0,0.996,0.004,1.0,,,,10.0,4.0,32.0,,,0.003,289.139115,-16.339334,289.139125,-16.3393056,191633391620215.0,0.9,289.13912671099996,-16.3393340154,0.939931820043895,219599730.0,0.1024660672595804,289.13912585549997,-16.3393198077,4.1839371043079967e+18,289.13912,-16.33945,0.9,0.4691285994021126,289.139124391625,-16.339352355775002,289.13912048415,-16.339447759749998,4.1839371043079967e+18,1.0,0.3437194786847278,0.9349829550109736,289.1391267108664,-16.3393340153891,0.001,0.001,90.0,4.1839371043079967e+18,289.13912048415,0.0373,-16.339447759749998,0.0366,3.1206,0.048,-1.3880000000000001,0.076,-26.41800000000001,0.073,False,1485350.0,369.34,10.258795,786282.0,348.764,10.612442,996108.0,1347.03,9.766154,0.8462879999999999,,,0.0,5560.33,,0.2595666666666666,2.67,6.124,0.040456,19163339-1620215,289.139139,-16.339323,0.06,0.06,90.0,9.114584001417457,8.915480000838636,8.821792000541091,0.031498287758551166,0.025636969327206785,0.021317293012355493,AAA,122.0,0.0,2451319.7962,0.091882,8.839289139115314e+16,289.13909552,-16.33946661,0.27,0.099,90.0,1141006336.0,136.0,54765.53604167,4.0,56.0,,,32868.0,,,32868.0,,,16484.0,,,32868.0,,,114788.0,0.482116,0.2030153846153846,0.4633076923076923,,,0.00026994039252604236,0.0004814834192826315,0.0014672417580594435,0.5867213333333333,0.3331651172237556,,,,,,,,,,,0.07999999821186066,0.01210933431982994,10
184,219493488.0,,KTWO219493488-C07,7.0,9.0,289.270065,-16.614608999999998,SC,0.7,2.2,-29.0,2.2,,,,,11.149,0.065,10.513,0.051,10.737,0.09,10.297,0.03,9.975,0.36,,,9.333,0.024,9.109,0.024,9.033,0.019,10.203,gri,,6296-1876-1,,367-162922,19170481-1636526,AAA-222-111-000-0-0,0.998,0.002,1.0,,,,10.0,4.0,32.0,,,0.004,289.270065,-16.614608999999998,289.2700417,-16.6146111,191704811636526.0,0.9,289.27008633599996,-16.6146075189,0.9552731812022388,219493488.0,0.1545195045127152,289.27006401799997,-16.61460930945001,4.087838688531416e+18,289.27008,-16.614720000000002,0.9,0.4022819060231131,289.2700680135,-16.614636982087504,289.27008067468,-16.6147212879,4.087838688531416e+18,1.0,0.3066276455696312,0.9388182953005596,289.2700863360587,-16.6146075188686,0.001,0.001,90.0,4.087838688531416e+18,289.27008067468,0.0448,-16.6147212879,0.0371,3.3016,0.0463,-1.26,0.085,-26.424,0.069,False,1408500.0,909.289,10.316476,767474.0,628.4119999999998,10.63873,915806.0,1048.43,9.857411,0.781319,42.7,0.41,2.0,5976.8,,0.2595666666666666,2.1,5.052,0.073796,19170481-1636526,289.270071,-16.614616,0.06,0.06,90.0,9.29336500236243,9.08555000139773,9.017870000901818,0.03389839992201044,0.02786778086049421,0.02108346601767271,AAA,222.0,0.0,2451745.5769,0.032611,8.806289270013277e+16,289.26999516,-16.61467499,0.098,0.04,90.0,1141170176.0,136.0,55300.88122685,9.0,40.0,,,100.0,,,32868.0,,,65636.0,,,114788.0,,,98404.0,0.338353,0.2030153846153846,0.4633076923076923,,,0.0007006953886042759,0.0008886431084263896,0.0012422579924817345,0.5217523333333334,0.3331650395848178,,,,,,,,,,,0.04999999701976776,0.030199998468160624,10
185,219493488.0,,KTWO219493488-C07,7.0,9.0,289.270065,-16.614608999999998,LC,0.7,2.2,-29.0,2.2,,,,,11.149,0.065,10.513,0.051,10.737,0.09,10.297,0.03,9.975,0.36,,,9.333,0.024,9.109,0.024,9.033,0.019,10.203,gri,,6296-1876-1,,367-162922,19170481-1636526,AAA-222-111-000-0-0,0.998,0.002,1.0,89.76,75.512,72.289,10.0,4.0,32.0,,,0.004,289.270065,-16.614608999999998,289.2700417,-16.6146111,191704811636526.0,0.9,289.27008633599996,-16.6146075189,0.9552731812022388,219493488.0,0.1545195045127152,289.27006401799997,-16.61460930945001,4.087838688531416e+18,289.27008,-16.614720000000002,0.9,0.4022819060231131,289.2700680135,-16.614636982087504,289.27008067468,-16.6147212879,4.087838688531416e+18,1.0,0.3066276455696312,0.9388182953005596,289.2700863360587,-16.6146075188686,0.001,0.001,90.0,4.087838688531416e+18,289.27008067468,0.0448,-16.6147212879,0.0371,3.3016,0.0463,-1.26,0.085,-26.424,0.069,False,1408500.0,909.289,10.316476,767474.0,628.4119999999998,10.63873,915806.0,1048.43,9.857411,0.781319,42.7,0.41,2.0,5976.8,,0.2595666666666666,2.1,5.052,0.073796,19170481-1636526,289.270071,-16.614616,0.06,0.06,90.0,9.29336500236243,9.08555000139773,9.017870000901818,0.03389839992201044,0.02786778086049421,0.02108346601767271,AAA,222.0,0.0,2451745.5769,0.032611,8.806289270013277e+16,289.26999516,-16.61467499,0.098,0.04,90.0,1141170176.0,136.0,55300.88122685,9.0,40.0,,,100.0,,,32868.0,,,65636.0,,,114788.0,,,98404.0,0.338353,0.2030153846153846,0.4633076923076923,,,0.0007006953886042759,0.0008886431084263896,0.0012422579924817345,0.5217523333333334,0.3331650395848178,,,,,,,,,,,0.04999999701976776,0.030199998468160624,10
186,219499220.0,,KTWO219499220-C07,7.0,9.0,289.50228,-16.600473,SC,-0.3,1.8,-27.3,1.9,,,,,11.024,0.063,10.568,0.062,10.767,0.03,10.436,0.04,10.29,0.03,,,9.44,0.024,9.206,0.022,9.169,0.019,10.433,gri,,6296-1836-1,,367-163245,19180054-1636016,AAA-222-111-000-0-0,0.959,0.041,1.0,,,,10.0,4.0,32.0,,,0.003,289.50228,-16.600473,289.50225,-16.6004444,191800541636016.0,0.9,289.502293219,-16.600471312,0.96624049683992,219499220.0,0.17781511291222105,289.5022716095,-16.600457856,4.183868556628624e+18,289.50229,-16.60059,0.9,0.4799306555590068,289.50227620712496,-16.600490892,289.5022891019,-16.60058727048,4.183868556628624e+18,1.0,0.3498028460785222,0.9415601242099799,289.5022932187455,-16.6004713119529,0.001,0.001,90.0,4.183868556628624e+18,289.5022891019,0.0408,-16.60058727048,0.0436,3.1797,0.0602,-0.9159999999999999,0.08199999999999999,-26.932,0.07,False,1290450.0,502.60900000000004,10.411515,705465.0,897.898,10.730199,836514.0,852.052,9.955737,0.774462,41.87,0.82,4.0,5797.1,,0.2595666666666666,2.22,5.035,0.046007,19180054-1636016,289.502278,-16.60047,0.06,0.06,90.0,9.376584001417458,9.168480000838636,9.144792000541091,0.0243081513338309,0.022118112405960785,0.01905699937031815,AAA,222.0,0.0,2451319.8085,0.012816,8.807289502367976e+16,289.50228917,-16.60058393,0.001,0.001,90.0,1141006336.0,136.0,53239.60923611,1.0,34.0,,,16484.0,,,32868.0,,,100.0,,,100.0,,,100.0,0.400599,0.2030153846153846,0.4633076923076923,,,0.00042279402145979997,0.0013810188899070661,0.0011053405929920062,0.5148953333333334,0.3331662343351438,,,,,,,,,,,0.07999999821186066,0.004867246896028521,10
187,219499220.0,,KTWO219499220-C07,7.0,9.0,289.50228,-16.600473,LC,-0.3,1.8,-27.3,1.9,,,,,11.024,0.063,10.568,0.062,10.767,0.03,10.436,0.04,10.29,0.03,,,9.44,0.024,9.206,0.022,9.169,0.019,10.433,gri,,6296-1836-1,,367-163245,19180054-1636016,AAA-222-111-000-0-0,0.959,0.041,1.0,120.651,112.584,115.855,10.0,4.0,32.0,,,0.003,289.50228,-16.600473,289.50225,-16.6004444,191800541636016.0,0.9,289.502293219,-16.600471312,0.96624049683992,219499220.0,0.17781511291222105,289.5022716095,-16.600457856,4.183868556628624e+18,289.50229,-16.60059,0.9,0.4799306555590068,289.50227620712496,-16.600490892,289.5022891019,-16.60058727048,4.183868556628624e+18,1.0,0.3498028460785222,0.9415601242099799,289.5022932187455,-16.6004713119529,0.001,0.001,90.0,4.183868556628624e+18,289.5022891019,0.0408,-16.60058727048,0.0436,3.1797,0.0602,-0.9159999999999999,0.08199999999999999,-26.932,0.07,False,1290450.0,502.60900000000004,10.411515,705465.0,897.898,10.730199,836514.0,852.052,9.955737,0.774462,41.87,0.82,4.0,5797.1,,0.2595666666666666,2.22,5.035,0.046007,19180054-1636016,289.502278,-16.60047,0.06,0.06,90.0,9.376584001417458,9.168480000838636,9.144792000541091,0.0243081513338309,0.022118112405960785,0.01905699937031815,AAA,222.0,0.0,2451319.8085,0.012816,8.807289502367976e+16,289.50228917,-16.60058393,0.001,0.001,90.0,1141006336.0,136.0,53239.60923611,1.0,34.0,,,16484.0,,,32868.0,,,100.0,,,100.0,,,100.0,0.400599,0.2030153846153846,0.4633076923076923,,,0.00042279402145979997,0.0013810188899070661,0.0011053405929920062,0.5148953333333334,0.3331662343351438,,,,,,,,,,,0.07999999821186066,0.004867246896028521,10
188,219625582.0,,KTWO219625582-C07,7.0,9.0,288.3142200000001,-16.270082000000002,SC,-4.0,1.7,-28.3,1.7,,,,,11.195,0.062,10.622,0.055,10.839,0.09,10.409,0.02,10.251,0.06,,,9.506,0.023,9.294,0.026,9.185,0.023,10.427,gri,,6296-630-1,,369-164383,19131541-1616123,AAA-222-111-000-0-0,0.947,0.053,1.0,,,,10.0,4.0,32.0,,,0.004,288.3142200000001,-16.270082000000002,288.3142083,-16.2700833,191315411616123.0,0.9,288.314225392,-16.2700925887,0.927607729747884,219625582.0,0.06787559324741944,288.31421684599997,-16.27008794435,4.0881079958492887e+18,288.3142200000001,-16.270210000000002,0.9,0.43953550670443103,288.31421763450004,-16.270118458262502,288.31422379608,-16.27020729968,4.0881079958492887e+18,1.0,0.32053714522961513,0.931901932436971,288.3142253916198,-16.2700925887166,0.002,0.001,90.0,4.0881079958492887e+18,288.31422379608,0.0473,-16.27020729968,0.044000000000000004,3.3844,0.0561,-0.35600000000000004,0.10099999999999999,-26.643,0.08199999999999999,False,1225580.0,724.143,10.467514,673151.0,821.318,10.781106,789392.0,403.606,10.018688000000001,0.762418,42.1,0.68,6.0,5914.75,1.2875,0.627,1.95,4.195,0.042429,19131541-1616123,288.314224,-16.270094,0.07,0.06,0.0,9.46636500236243,9.27055000139773,9.169870000901819,0.02498245824279363,0.026632643900069218,0.02329938596843148,AAA,222.0,0.0,2450952.7554,0.045357999999999996,8.847288314176677e+16,288.31431728,-16.26994136,0.015,0.015,90.0,276901888.0,33.0,55816.26422454,0.0,6.0,,,0.0,,,16777240.0,,,24.0,,,0.0,,,4120.0,0.6077520000000001,0.3716,0.784,,,0.000641325812744278,0.0013239096774500018,0.0005549811238816765,0.13541800000000004,0.5778017832621165,,,,,,,,,,,0.04999999701976776,0.012303662598133085,10
189,219625582.0,,KTWO219625582-C07,7.0,9.0,288.3142200000001,-16.270082000000002,LC,-4.0,1.7,-28.3,1.7,,,,,11.195,0.062,10.622,0.055,10.839,0.09,10.409,0.02,10.251,0.06,,,9.506,0.023,9.294,0.026,9.185,0.023,10.427,gri,,6296-630-1,,369-164383,19131541-1616123,AAA-222-111-000-0-0,0.947,0.053,1.0,118.273,108.199,109.911,10.0,4.0,32.0,,,0.004,288.3142200000001,-16.270082000000002,288.3142083,-16.2700833,191315411616123.0,0.9,288.314225392,-16.2700925887,0.927607729747884,219625582.0,0.06787559324741944,288.31421684599997,-16.27008794435,4.0881079958492887e+18,288.3142200000001,-16.270210000000002,0.9,0.43953550670443103,288.31421763450004,-16.270118458262502,288.31422379608,-16.27020729968,4.0881079958492887e+18,1.0,0.32053714522961513,0.931901932436971,288.3142253916198,-16.2700925887166,0.002,0.001,90.0,4.0881079958492887e+18,288.31422379608,0.0473,-16.27020729968,0.044000000000000004,3.3844,0.0561,-0.35600000000000004,0.10099999999999999,-26.643,0.08199999999999999,False,1225580.0,724.143,10.467514,673151.0,821.318,10.781106,789392.0,403.606,10.018688000000001,0.762418,42.1,0.68,6.0,5914.75,1.2875,0.627,1.95,4.195,0.042429,19131541-1616123,288.314224,-16.270094,0.07,0.06,0.0,9.46636500236243,9.27055000139773,9.169870000901819,0.02498245824279363,0.026632643900069218,0.02329938596843148,AAA,222.0,0.0,2450952.7554,0.045357999999999996,8.847288314176677e+16,288.31431728,-16.26994136,0.015,0.015,90.0,276901888.0,33.0,55816.26422454,0.0,6.0,,,0.0,,,16777240.0,,,24.0,,,0.0,,,4120.0,0.6077520000000001,0.3716,0.784,,,0.000641325812744278,0.0013239096774500018,0.0005549811238816765,0.13541800000000004,0.5778017832621165,,,,,,,,,,,0.04999999701976776,0.012303662598133085,10
190,219605951.0,,KTWO219605951-C07,7.0,9.0,289.1942850000001,-16.322481,SC,-1.7,2.2,-28.9,2.2,,,,,11.245,0.062,10.636,0.056,10.807,0.03,10.342,0.04,10.207,0.04,,,9.338,0.026,9.032,0.025,8.972999999999997,0.021,10.387,gri,,6296-1123-1,,369-165880,19164662-1619208,AAA-222-111-000-0-0,0.996,0.004,1.0,,,,10.0,4.0,32.0,,,0.002,289.1942850000001,-16.322481,289.19425,-16.322444400000002,191646621619208.0,0.9,289.194297378,-16.322462868800002,0.976153976662209,219605951.0,0.17667440241638102,289.194273689,-16.322453634400002,4.183935794330206e+18,289.19429,-16.32258,0.9,0.4583932396349817,289.19427776675,-16.322485225799998,289.19429176504,-16.32257662932,4.183935794330206e+18,1.0,0.3325877521943867,0.9440384941655524,289.1942973780023,-16.322462868756098,0.001,0.001,90.0,4.183935794330206e+18,289.19429176503996,0.0414,-16.32257662932,0.0448,3.2304,0.0587,-1.251,0.087,-26.421999999999997,0.079,False,1344280.0,508.444,10.367142,712192.0,322.481,10.719896,900766.0,980.682,9.87539,0.844506,41.54,0.8,3.0,5536.5,1.4123,0.6827,2.47,5.183,0.078034,19164662-1619208,289.19428999999997,-16.322456,0.06,0.06,90.0,9.258730004724859,8.985100002795457,8.942740001803633,0.026094567337630388,0.025034466112151967,0.021017085504390843,AAA,222.0,0.0,2451319.7962,0.09164299999999999,8.84128919407333e+16,289.19413237,-16.32254011,0.04,0.04,90.0,1073819648.0,128.0,55612.82170139,4.0,15.0,,,65568.0,,,32824.0,,,16440.0,,,114744.0,,,16891960.0,0.568639,0.4645,0.8641,6142.68994141,413.5874023500001,0.0004105779209171066,0.000491510788636875,0.0011814197685772396,0.161806,0.6643012323754375,,,,,,,,,,,0.09999999403953552,0.002799999415874485,10
191,219605951.0,,KTWO219605951-C07,7.0,9.0,289.1942850000001,-16.322481,LC,-1.7,2.2,-28.9,2.2,,,,,11.245,0.062,10.636,0.056,10.807,0.03,10.342,0.04,10.207,0.04,,,9.338,0.026,9.032,0.025,8.972999999999997,0.021,10.387,gri,,6296-1123-1,,369-165880,19164662-1619208,AAA-222-111-000-0-0,0.996,0.004,1.0,,,,10.0,4.0,32.0,,,0.002,289.1942850000001,-16.322481,289.19425,-16.322444400000002,191646621619208.0,0.9,289.194297378,-16.322462868800002,0.976153976662209,219605951.0,0.17667440241638102,289.194273689,-16.322453634400002,4.183935794330206e+18,289.19429,-16.32258,0.9,0.4583932396349817,289.19427776675,-16.322485225799998,289.19429176504,-16.32257662932,4.183935794330206e+18,1.0,0.3325877521943867,0.9440384941655524,289.1942973780023,-16.322462868756098,0.001,0.001,90.0,4.183935794330206e+18,289.19429176503996,0.0414,-16.32257662932,0.0448,3.2304,0.0587,-1.251,0.087,-26.421999999999997,0.079,False,1344280.0,508.444,10.367142,712192.0,322.481,10.719896,900766.0,980.682,9.87539,0.844506,41.54,0.8,3.0,5536.5,1.4123,0.6827,2.47,5.183,0.078034,19164662-1619208,289.19428999999997,-16.322456,0.06,0.06,90.0,9.258730004724859,8.985100002795457,8.942740001803633,0.026094567337630388,0.025034466112151967,0.021017085504390843,AAA,222.0,0.0,2451319.7962,0.09164299999999999,8.84128919407333e+16,289.19413237,-16.32254011,0.04,0.04,90.0,1073819648.0,128.0,55612.82170139,4.0,15.0,,,65568.0,,,32824.0,,,16440.0,,,114744.0,,,16891960.0,0.568639,0.4645,0.8641,6142.68994141,413.5874023500001,0.0004105779209171066,0.000491510788636875,0.0011814197685772396,0.161806,0.6643012323754375,,,,,,,,,,,0.09999999403953552,0.002799999415874485,10
192,219664556.0,,KTWO219664556-C07,7.0,9.0,289.09038,-16.164196,SC,-1.7,2.2,-28.7,2.2,,,,,11.36,0.068,10.737,0.063,10.984000000000002,0.02,10.592,0.03,10.439,0.05,,,9.592,0.021,9.31,0.023,9.256,0.023,10.602,gri,,6296-1217-1,,370-168547,19162169-1609510,AAA-222-111-000-0-0,0.977,0.023,1.0,,,,10.0,4.0,32.0,,,0.002,289.09038,-16.164196,289.090375,-16.1641667,191621691609510.0,0.9,,,,,,289.090375,-16.1641667,,,,,,289.090375,-16.1641667,,,,,,0.9,289.0904074714818,-16.1641977152947,0.025,0.023,90.0,4.184128659835432e+18,289.09039735880003,0.8123,-16.16430816419,0.7245,-6.2278,0.81,-2.256,1.581,-25.653000000000002,1.4769999999999999,True,1073490.0,355.417,10.611369999999999,579325.0,575.668,10.944082,713569.0,957.007,10.12833,0.815752,,,0.0,5809.75,,0.2595666666666666,,,0.095188,19162169-1609510,289.090402,-16.164189999999998,0.06,0.06,45.0,9.592,9.31,9.256,0.021,0.023,0.023,AAA,222.0,0.0,2451319.796,0.079076,8.860289090522322e+16,289.09041535,-16.16429187,0.001,0.001,90.0,1141006336.0,136.0,51493.34030093,2.0,58.0,,,16484.0,,,16484.0,,,16484.0,,,65636.0,,,114788.0,0.366137,0.2030153846153846,0.4633076923076923,,,0.0003594120463484797,0.001078346793300031,0.0014551655156709285,0.5561853333333334,0.3331664614701543,,,,,,,,,,,0.0,0.0,10
